,OysterID,SampleEventID,ShellHeight,ShellLength,ShellWidth,TotalWeight,TarePanWeight,TissueWetWeight,ShellWetWeight,TissueDryWeight,ShellDryWeight,OldSampleNumber,Comments
15680,SLCC1404-01,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S1,"PPC Condition Index Data, fields recorded are erratic; "
15681,SLCC1404-02,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S2,"PPC Condition Index Data, fields recorded are erratic; "
15682,SLCC1404-03,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S3,"PPC Condition Index Data, fields recorded are erratic; "
15683,SLCC1404-04,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S4,"PPC Condition Index Data, fields recorded are erratic; "
15684,SLCC1404-05,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S5,"PPC Condition Index Data, fields recorded are erratic; "
15685,SLCC1404-06,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S6,"PPC Condition Index Data, fields recorded are erratic; "
15686,SLCC1404-07,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S7,"PPC Condition Index Data, fields recorded are erratic; "
15687,SLCC1404-08,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S8,"PPC Condition Index Data, fields recorded are erratic; "
15688,SLCC1404-09,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S9,"PPC Condition Index Data, fields recorded are erratic; "
15689,SLCC1404-10,SLCOLL_20140409_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S10,"PPC Condition Index Data, fields recorded are erratic; "
15690,SLCC1404-11,SLCOLL_20140409_1_0255_1,38,NA,NA,29.42,0.98,3.48,NA,1.31,24,SL-C-M1,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:5 Bottom "
15691,SLCC1404-12,SLCOLL_20140409_1_0255_1,38,NA,NA,13.42,1.01,3.19,NA,1.24,8.29,SL-C-M2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Cliona spp.: Present Bottom ; Barnacles:2 Top 1 Bottom "
15692,SLCC1404-13,SLCOLL_20140409_1_0255_1,39.6,NA,NA,18.59,1.01,3.42,NA,1.29,14.11,SL-C-M3,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:3 Bottom ; Cliona spp.: Present Bottom ; Barnacles:1 Top 2 Bottom ; Tube worm:1 Bottom "
15693,SLCC1404-14,SLCOLL_20140409_1_0255_1,34.7,NA,NA,11.36,1.02,2.49,NA,1.2,7.94,SL-C-M4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Cliona spp.: Present Bottom ; Barnacles:2 Top ; Tube worm:1 Bottom "
15694,SLCC1404-15,SLCOLL_20140409_1_0255_1,37,NA,NA,13.36,1.02,2.68,NA,1.2,10.26,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; Barnacles:1 Top 4 Bottom "
15695,SLCC1404-16,SLCOLL_20140409_1_0255_1,28.9,NA,NA,10,0.97,2.03,NA,1.09,6.6,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:1 Top 1 Bottom "
15696,SLCC1404-17,SLCOLL_20140409_1_0255_1,32.5,NA,NA,10.58,1.03,1.96,NA,1.14,7.69,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:7 Bottom "
15697,SLCC1404-18,SLCOLL_20140409_1_0255_1,39.8,NA,NA,12.37,1.01,3.2,NA,1.27,7.37,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Barnacles:6 Top 3 Bottom "
15698,SLCC1404-19,SLCOLL_20140409_1_0255_1,31.1,NA,NA,12.26,0.98,2.63,NA,1.17,8.72,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:2 Bottom "
15699,SLCC1404-20,SLCOLL_20140409_1_0255_1,38,NA,NA,18.93,1.01,2.34,NA,1.17,14.05,SL-C-M10,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:1 Top 2 Bottom ; Algae: Present Bottom "
15700,SLCC1404-21,SLCOLL_20140409_1_0255_1,57.9,NA,NA,42.59,0.98,5.85,NA,1.65,28.48,SL-C-L1,"PPC Condition Index Data, fields recorded are erratic; Cliona spp.: Present Bottom ; Barnacles:2 Top 2 Bottom ; Algae: Present Top  Present Bottom "
15701,SLCC1404-22,SLCOLL_20140409_1_0255_1,48,NA,NA,41.35,1,4.1,NA,1.44,29.32,SL-C-L2,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Bottom ; Cliona spp.: Present Bottom ; Barnacles:2 Top 4 Bottom "
15702,SLCC1404-23,SLCOLL_20140409_1_0255_1,47.5,NA,NA,26.02,1,3.09,NA,1.29,19.82,SL-C-L3,"PPC Condition Index Data, fields recorded are erratic; Barnacles:2 Top 6 Bottom "
15703,SLCC1404-24,SLCOLL_20140409_1_0255_1,47.6,NA,NA,30.4,0.98,3.44,NA,1.29,21.97,SL-C-L4,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Cliona spp.: Present Bottom ; Barnacles:3 Top ; Tube worm:1 Bottom "
15704,SLCC1404-25,SLCOLL_20140409_1_0255_1,71.5,NA,NA,61.85,1.01,5.12,NA,1.54,46.02,SL-C-L5,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 1 Bottom ; Cliona spp.: Present Bottom ; Barnacles:2 Top "
15705,SLCC1404-26,SLCOLL_20140409_1_0255_1,81.5,NA,NA,51.14,1.01,8.05,NA,1.78,30.06,SL-C-L6,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 2 Bottom ; Barnacles:4 Top 2 Bottom "
15706,SLCC1404-27,SLCOLL_20140409_1_0255_1,70.1,NA,NA,53.99,1,5.8,NA,1.71,38.63,SL-C-L7,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top ; Cliona spp.: Present Bottom ; Barnacles:2 Top 5 Bottom ; Algae: Present Bottom "
15707,SLCC1404-28,SLCOLL_20140409_1_0255_1,68.2,NA,NA,45.95,1,5.89,NA,1.58,33.23,SL-C-L8,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 2 Bottom ; Cliona spp.: Present Bottom ; Barnacles:2 Top 9 Bottom ; Algae: Present Top  Present Bottom "
15708,SLCC1404-29,SLCOLL_20140409_1_0255_1,64.8,NA,NA,34.97,0.98,5.15,NA,1.5,22.24,SL-C-L9,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:1 Top 2 Bottom ; Cliona spp.: Present Bottom ; Barnacles:2 Top 6 Bottom ; Algae: Present Top  Present Bottom "
15709,SLCC1404-30,SLCOLL_20140409_1_0255_1,43.7,NA,NA,27.77,1.01,3.29,NA,1.3,18.1,SL-C-L10,"PPC Condition Index Data, fields recorded are erratic; Polydora spp.:2 Top 2 Bottom ; Cliona spp.: Present Bottom ; Barnacles:3 Top ; Algae: Present Bottom "
15710,SLCC1405-01,SLCOLL_20140507_1_0255_1,12.9,NA,NA,NA,0.98,1.02,NA,0.99,NA,SL-C-S1,"PPC Condition Index Data, fields recorded are erratic; "
15711,SLCC1405-02,SLCOLL_20140507_1_0255_1,18.3,NA,NA,NA,1.01,1.13,NA,1.03,NA,SL-C-S2,"PPC Condition Index Data, fields recorded are erratic; "
15712,SLCC1405-03,SLCOLL_20140507_1_0255_1,12.4,NA,NA,NA,1,1.03,NA,1.01,NA,SL-C-S3,"PPC Condition Index Data, fields recorded are erratic; "
15713,SLCC1405-04,SLCOLL_20140507_1_0255_1,18.6,NA,NA,1.08,1,1.15,NA,1.04,0.81,SL-C-S4,"PPC Condition Index Data, fields recorded are erratic; Bryozoan: Present Bottom "
15714,SLCC1405-05,SLCOLL_20140507_1_0255_1,14.8,NA,NA,NA,1.02,1.05,NA,1.02,NA,SL-C-S5,"PPC Condition Index Data, fields recorded are erratic; "
15715,SLCC1405-06,SLCOLL_20140507_1_0255_1,11.3,NA,NA,NA,1,1.02,NA,1.01,NA,SL-C-S6,"PPC Condition Index Data, fields recorded are erratic; "
15716,SLCC1405-07,SLCOLL_20140507_1_0255_1,6.4,NA,NA,NA,0.99,1.03,NA,1,NA,SL-C-S7,"PPC Condition Index Data, fields recorded are erratic; "
15717,SLCC1405-08,SLCOLL_20140507_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S8,"PPC Condition Index Data, fields recorded are erratic; "
15718,SLCC1405-09,SLCOLL_20140507_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S9,"PPC Condition Index Data, fields recorded are erratic; "
15719,SLCC1405-10,SLCOLL_20140507_1_0255_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL-C-S10,"PPC Condition Index Data, fields recorded are erratic; "
15720,SLCC1405-11,SLCOLL_20140507_1_0255_1,37.1,NA,NA,17.43,0.98,2.66,NA,1.18,13.58,SL-C-M1,"PPC Condition Index Data, fields recorded are erratic; Barnacles:3 Top 5 Bottom ; Tube worm:1 Top ; Bryozoan: Present Top ; Polydora spp.:1 Top "
15721,SLCC1405-12,SLCOLL_20140507_1_0255_1,39.3,NA,NA,6.74,0.99,2.28,NA,1.16,4.68,SL-C-M2,"PPC Condition Index Data, fields recorded are erratic; Barnacles:9 Top 3 Bottom ; Bryozoan: Present Top  Present Bottom ; Cliona spp.: Present Bottom "
15722,SLCC1405-13,SLCOLL_20140507_1_0255_1,35.9,NA,NA,7.55,1.02,2.4,NA,1.2,5.42,SL-C-M3,"PPC Condition Index Data, fields recorded are erratic; Barnacles:15 Top 5 Bottom ; Bryozoan: Present Top ; Cliona spp.: Present Bottom ; Polydora spp.:1 Top "
15723,SLCC1405-14,SLCOLL_20140507_1_0255_1,33.6,NA,NA,13.07,1,2.59,NA,1.22,9.74,SL-C-M4,"PPC Condition Index Data, fields recorded are erratic; Barnacles:29 Top 4 Bottom "
15724,SLCC1405-15,SLCOLL_20140507_1_0255_1,34.5,NA,NA,13.3,1,2.71,NA,1.16,9.18,SL-C-M5,"PPC Condition Index Data, fields recorded are erratic; Barnacles:8 Top 3 Bottom ; Bryozoan: Present Bottom "
15725,SLCC1405-16,SLCOLL_20140507_1_0255_1,38.2,NA,NA,18.1,0.98,3.08,NA,1.23,14.52,SL-C-M6,"PPC Condition Index Data, fields recorded are erratic; Barnacles:7 Top 21 Bottom ; Bryozoan: Present Top  Present Bottom ; Cliona spp.: Present Bottom ; Polydora spp.:1 Top 2 Bottom "
15726,SLCC1405-17,SLCOLL_20140507_1_0255_1,27.5,NA,NA,6.49,0.98,1.99,NA,1.1,4.9,SL-C-M7,"PPC Condition Index Data, fields recorded are erratic; Barnacles:3 Top 5 Bottom ; Bryozoan: Present Bottom ; Cliona spp.: Present Bottom ; Polydora spp.:1 Top "
15727,SLCC1405-18,SLCOLL_20140507_1_0255_1,36.6,NA,NA,12.07,0.98,2.61,NA,1.18,9.2,SL-C-M8,"PPC Condition Index Data, fields recorded are erratic; Barnacles:7 Top 6 Bottom ; Polydora spp.:1 Top "
15728,SLCC1405-19,SLCOLL_20140507_1_0255_1,38.4,NA,NA,14.77,1,2.99,NA,1.24,11.51,SL-C-M9,"PPC Condition Index Data, fields recorded are erratic; Barnacles:4 Top 14 Bottom ; Polydora spp.:1 Top "
15729,LXNC1012-06,LXCOLL_20101207_1_0243_1,69.3,NA,NA,50.9,1.01,10.56,NA,1.67,33.03,LX-N-1041,"SL, SW, ShellWetWeight not recorded. "
15730,LXNC1012-07,LXCOLL_20101207_1_0243_1,59.6,NA,NA,57.39,1,8.35,NA,1.49,44.79,LX-N-1042,"SL, SW, ShellWetWeight not recorded. "
15731,LXNC1012-08,LXCOLL_20101207_1_0243_1,59.6,NA,NA,29.6,1.02,7.51,NA,1.62,18.94,LX-N-1043,"SL, SW, ShellWetWeight not recorded. "
15732,LXNC1012-09,LXCOLL_20101207_1_0243_1,65.2,NA,NA,38.12,1,8.5,NA,1.68,23.09,LX-N-1044,"SL, SW, ShellWetWeight not recorded. "
15733,LXNC1012-10,LXCOLL_20101207_1_0243_1,68.9,NA,NA,56.48,1.03,11.49,NA,2.02,37.31,LX-N-1045,"SL, SW, ShellWetWeight not recorded. "
15734,LXNC1012-11,LXCOLL_20101207_1_0244_1,59.8,NA,NA,34.1,0.99,6.38,NA,1.46,23.96,LX-N-1046,"SL, SW, ShellWetWeight not recorded. "
15735,LXNC1012-12,LXCOLL_20101207_1_0244_1,44.2,NA,NA,16.07,1.01,3.83,NA,1.3,11.27,LX-N-1047,"SL, SW, ShellWetWeight not recorded. "
15736,LXNC1012-13,LXCOLL_20101207_1_0244_1,47,NA,NA,15.6,1.02,4.46,NA,1.35,9.76,LX-N-1048,"SL, SW, ShellWetWeight not recorded. "
15737,LXNC1012-14,LXCOLL_20101207_1_0244_1,52.7,NA,NA,34.61,1.03,6.4,NA,1.6,24.7,LX-N-1049,"SL, SW, ShellWetWeight not recorded. "
15738,LXNC1012-15,LXCOLL_20101207_1_0244_1,47.8,NA,NA,33.15,1.01,6.61,NA,1.51,23.79,LX-N-1050,"SL, SW, ShellWetWeight not recorded. "
15739,LXNC1101-01,LXCOLL_20110104_1_0242_1,43.7,NA,NA,20.73,1.04,5.34,NA,1.42,13.76,LX-N-1051,"SL, SW, ShellWetWeight not recorded. "
15740,LXNC1101-02,LXCOLL_20110104_1_0242_1,58,NA,NA,40.8,1.02,7.39,NA,1.61,28.85,LX-N-1052,"SL, SW, ShellWetWeight not recorded. "
15741,LXNC1101-03,LXCOLL_20110104_1_0242_1,52.3,NA,NA,18.79,0.99,4.5,NA,1.33,12.66,LX-N-1053,"SL, SW, ShellWetWeight not recorded. "
15742,LXNC1101-04,LXCOLL_20110104_1_0242_1,53.7,NA,NA,32.55,1.01,6.63,NA,1.61,22.69,LX-N-1054,"SL, SW, ShellWetWeight not recorded. "
15743,LXNC1101-05,LXCOLL_20110104_1_0242_1,52.7,NA,NA,30.57,1,6.93,NA,1.57,20.38,LX-N-1055,"SL, SW, ShellWetWeight not recorded. "
15744,LXNC1101-06,LXCOLL_20110104_1_0243_1,67.3,NA,NA,38.6,1.03,10.23,NA,1.96,25.31,LX-N-1056,"SL, SW, ShellWetWeight not recorded. "
15745,LXNC1101-07,LXCOLL_20110104_1_0243_1,54.3,NA,NA,16.43,1.01,3.84,NA,1.33,11.69,LX-N-1057,"SL, SW, ShellWetWeight not recorded. "
15746,LXNC1101-08,LXCOLL_20110104_1_0243_1,58.8,NA,NA,30,0.97,7.08,NA,1.71,19.74,LX-N-1058,"SL, SW, ShellWetWeight not recorded. "
15747,LXNC1101-09,LXCOLL_20110104_1_0243_1,58.7,NA,NA,22.42,1.02,5.28,NA,1.46,15.47,LX-N-1059,"SL, SW, ShellWetWeight not recorded. "
15748,LXNC1101-10,LXCOLL_20110104_1_0243_1,43.5,NA,NA,16.17,0.99,4.3,NA,1.24,10.59,LX-N-1060,"SL, SW, ShellWetWeight not recorded. "
15749,LXNC1101-11,LXCOLL_20110104_1_0244_1,40.5,NA,NA,10.96,1,2.54,NA,1.17,7.97,LX-N-1061,"SL, SW, ShellWetWeight not recorded. "
15750,LXNC1101-12,LXCOLL_20110104_1_0244_1,55.8,NA,NA,21.63,1.02,4.58,NA,1.34,15,LX-N-1062,"SL, SW, ShellWetWeight not recorded. "
15751,LXNC1101-13,LXCOLL_20110104_1_0244_1,52.3,NA,NA,29.92,0.99,6.06,NA,1.55,21.64,LX-N-1063,"SL, SW, ShellWetWeight not recorded. "
15752,LXNC1101-14,LXCOLL_20110104_1_0244_1,57.4,NA,NA,23.17,0.99,5.16,NA,1.49,15.35,LX-N-1064,"SL, SW, ShellWetWeight not recorded. "
15753,LXNC1101-15,LXCOLL_20110104_1_0244_1,61.7,NA,NA,27.22,1.04,6.2,NA,1.58,18.32,LX-N-1065,"SL, SW, ShellWetWeight not recorded. "
15754,LXNC1102-01,LXCOLL_20110201_1_0242_1,53.3,NA,NA,31.79,1,5.46,NA,1.44,21.98,LX-N-1066,"SL, SW, ShellWetWeight not recorded. "
15755,LXNC1102-02,LXCOLL_20110201_1_0242_1,60,NA,NA,35.32,1,8.9,NA,1.7,22.39,LX-N-1067,"SL, SW, ShellWetWeight not recorded. "
15756,LXNC1102-03,LXCOLL_20110201_1_0242_1,46.8,NA,NA,16.89,1,3.8,NA,1.29,11.66,LX-N-1068,"SL, SW, ShellWetWeight not recorded. "
15757,LXNC1102-04,LXCOLL_20110201_1_0242_1,58.9,NA,NA,22,1.01,5.15,NA,1.53,14.61,LX-N-1069,"SL, SW, ShellWetWeight not recorded. "
15758,LXNC1102-05,LXCOLL_20110201_1_0242_1,42.7,NA,NA,17.16,1.02,4.03,NA,1.33,11.65,LX-N-1070,"SL, SW, ShellWetWeight not recorded. "
15759,LXNC1102-06,LXCOLL_20110201_1_0243_1,56.2,NA,NA,49.57,1.01,8.74,NA,1.7,35.35,LX-N-1071,"SL, SW, ShellWetWeight not recorded. "
15760,LXNC1102-07,LXCOLL_20110201_1_0243_1,59.3,NA,NA,39.55,0.99,8.47,NA,1.66,26.76,LX-N-1072,"SL, SW, ShellWetWeight not recorded. "
15761,LXNC1102-08,LXCOLL_20110201_1_0243_1,58.3,NA,NA,38.82,1.01,9.09,NA,1.66,25.13,LX-N-1073,"SL, SW, ShellWetWeight not recorded. "
15762,LXNC1102-09,LXCOLL_20110201_1_0243_1,54.1,NA,NA,34.5,1.02,7.67,NA,1.42,21.64,LX-N-1074,"SL, SW, ShellWetWeight not recorded. "
15763,LXNC1102-10,LXCOLL_20110201_1_0243_1,49.7,NA,NA,18.53,1.01,5.38,NA,1.31,11.18,LX-N-1075,"SL, SW, ShellWetWeight not recorded. "
15764,LXNC1102-11,LXCOLL_20110201_1_0244_1,69.3,NA,NA,30.11,1.02,6.37,NA,1.82,20.23,LX-N-1076,"SL, SW, ShellWetWeight not recorded. "
15765,LXNC1102-12,LXCOLL_20110201_1_0244_1,80.6,NA,NA,50.11,1.04,14.94,NA,1.99,31.84,LX-N-1077,"SL, SW, ShellWetWeight not recorded. "
15766,LXNC1102-13,LXCOLL_20110201_1_0244_1,64.4,NA,NA,35.05,1.01,10.02,NA,1.88,22.37,LX-N-1078,"SL, SW, ShellWetWeight not recorded. "
15767,LXNC1102-14,LXCOLL_20110201_1_0244_1,62.5,NA,NA,28.71,1.02,5.98,NA,1.69,21.06,LX-N-1079,"SL, SW, ShellWetWeight not recorded. "
15768,LXNC1102-15,LXCOLL_20110201_1_0244_1,55.9,NA,NA,19.38,0.99,4.66,NA,1.42,12.67,LX-N-1080,"SL, SW, ShellWetWeight not recorded. "
15769,LXNC1103-01,LXCOLL_20110301_1_0242_1,63.2,NA,NA,37.16,1.03,8.94,NA,1.6,25.86,LX-N-1081,"SL, SW, ShellWetWeight not recorded. "
15770,LXNC1103-02,LXCOLL_20110301_1_0242_1,61,NA,NA,40.96,0.98,10.5,NA,1.84,26.96,LX-N-1082,"SL, SW, ShellWetWeight not recorded. "
15771,LXNC1103-03,LXCOLL_20110301_1_0242_1,45.7,NA,NA,18.63,1.03,3.83,NA,1.34,13.25,LX-N-1083,"SL, SW, ShellWetWeight not recorded. "
15772,LXNC1103-04,LXCOLL_20110301_1_0242_1,47.9,NA,NA,28.5,1.01,5.3,NA,1.45,20.98,LX-N-1084,"SL, SW, ShellWetWeight not recorded. "
15773,LXNC1103-05,LXCOLL_20110301_1_0242_1,45.3,NA,NA,23.74,1,6.32,NA,1.38,15.5,LX-N-1085,"SL, SW, ShellWetWeight not recorded. "
15774,LXNC1103-06,LXCOLL_20110301_1_0243_1,42.5,NA,NA,33.07,1,8.4,NA,1.86,20.54,LX-N-1086,"SL, SW, ShellWetWeight not recorded. "
15775,LXNC1103-07,LXCOLL_20110301_1_0243_1,39.5,NA,NA,18.97,1,3.64,NA,1.32,12.78,LX-N-1087,"SL, SW, ShellWetWeight not recorded. "
15776,LXNC1103-08,LXCOLL_20110301_1_0243_1,55.8,NA,NA,41.36,1,6,NA,1.53,30.14,LX-N-1088,"SL, SW, ShellWetWeight not recorded. "
15777,LXNC1103-09,LXCOLL_20110301_1_0243_1,63.8,NA,NA,62.65,1.01,9.68,NA,1.99,49.15,LX-N-1089,"SL, SW, ShellWetWeight not recorded. "
15778,LXNC1103-10,LXCOLL_20110301_1_0243_1,65.8,NA,NA,51.16,0.99,13.13,NA,2.41,35.36,LX-N-1090,"SL, SW, ShellWetWeight not recorded. "
15779,LXNC1103-11,LXCOLL_20110301_1_0244_1,58.9,NA,NA,42.96,1.02,9.02,NA,1.59,31.2,LX-N-1091,"SL, SW, ShellWetWeight not recorded. "
15780,LXNC1103-12,LXCOLL_20110301_1_0244_1,61.7,NA,NA,28.83,1.01,6.76,NA,1.49,19.63,LX-N-1092,"SL, SW, ShellWetWeight not recorded. "
15781,LXNC1103-13,LXCOLL_20110301_1_0244_1,46.2,NA,NA,19.14,1.02,3.33,NA,1.39,14.69,LX-N-1093,"SL, SW, ShellWetWeight not recorded. "
15782,LXNC1103-14,LXCOLL_20110301_1_0244_1,39.4,NA,NA,17.96,1.01,3.46,NA,1.23,13.64,LX-N-1094,"SL, SW, ShellWetWeight not recorded. "
15783,LXNC1103-15,LXCOLL_20110301_1_0244_1,58.6,NA,NA,30.88,1.03,5.38,NA,1.44,25.02,LX-N-1095,"SL, SW, ShellWetWeight not recorded. "
15784,LXNC1104-01,LXCOLL_20110407_1_0242_1,68.6,NA,NA,46.01,1.01,7.12,NA,1.53,31.04,LX-N-1096,"SL, SW, ShellWetWeight not recorded. "
15785,LXNC1104-02,LXCOLL_20110407_1_0242_1,72.5,NA,NA,48.94,1.03,8.16,NA,1.66,32.87,LX-N-1097,"SL, SW, ShellWetWeight not recorded. "
15786,LXNC1104-03,LXCOLL_20110407_1_0242_1,68.6,NA,NA,44.21,1.03,8.12,NA,1.67,30.05,LX-N-1098,"SL, SW, ShellWetWeight not recorded. "
15787,LXNC1104-04,LXCOLL_20110407_1_0242_1,36,NA,NA,21.17,1.01,5.31,NA,1.34,12.97,LX-N-1099,"SL, SW, ShellWetWeight not recorded. "
15788,LXNC1104-05,LXCOLL_20110407_1_0242_1,37.8,NA,NA,13.88,1.02,2.93,NA,1.23,9.92,LX-N-1100,"SL, SW, ShellWetWeight not recorded. "
15789,LXNC1104-06,LXCOLL_20110407_1_0243_1,65.8,NA,NA,40.29,1.02,7.55,NA,1.52,26.5,LX-N-1101,"SL, SW, ShellWetWeight not recorded. "
15790,LXNC1104-07,LXCOLL_20110407_1_0243_1,55.2,NA,NA,53.56,1,10.91,NA,1.95,36.28,LX-N-1102,"SL, SW, ShellWetWeight not recorded. "
15791,LXNC1104-08,LXCOLL_20110407_1_0243_1,53.5,NA,NA,24.58,1.01,4.08,NA,1.26,14.46,LX-N-1103,"SL, SW, ShellWetWeight not recorded. "
15792,LXNC1104-09,LXCOLL_20110407_1_0243_1,81.8,NA,NA,62.48,1.03,12.13,NA,1.78,40.33,LX-N-1104,"SL, SW, ShellWetWeight not recorded. "
15793,LXNC1104-10,LXCOLL_20110407_1_0243_1,69.2,NA,NA,57,0.99,10.87,NA,1.72,37.6,LX-N-1105,"SL, SW, ShellWetWeight not recorded. "
15794,LXNC1104-11,LXCOLL_20110405_1_0244_1,49.8,NA,NA,35.38,1,5.42,NA,1.42,29,LX-N-1106,"SL, SW, ShellWetWeight not recorded. "
15795,LXNC1104-12,LXCOLL_20110405_1_0244_1,53.5,NA,NA,25.72,1.04,4.72,NA,1.38,18.82,LX-N-1107,"SL, SW, ShellWetWeight not recorded. "
15796,LXNC1104-13,LXCOLL_20110405_1_0244_1,55.7,NA,NA,15.63,1.03,3.3,NA,1.27,11.78,LX-N-1108,"SL, SW, ShellWetWeight not recorded. "
15797,LXNC1104-14,LXCOLL_20110405_1_0244_1,50.8,NA,NA,23.21,1.01,5.19,NA,1.37,15.61,LX-N-1109,"SL, SW, ShellWetWeight not recorded. "
15798,LXNC1104-15,LXCOLL_20110405_1_0244_1,55.4,NA,NA,14.95,1.02,3.67,NA,1.28,9.4,LX-N-1110,"SL, SW, ShellWetWeight not recorded. "
15799,LXNC1105-01,LXCOLL_20110503_1_0242_1,86.7,NA,NA,98.92,1,12.79,NA,2.01,76.94,LX-N-1111,"SL, SW, ShellWetWeight not recorded. "
15800,LXNC1105-02,LXCOLL_20110503_1_0242_1,53.5,NA,NA,26.39,1,6.17,NA,1.49,18.02,LX-N-1112,"SL, SW, ShellWetWeight not recorded. "
15801,LXNC1105-03,LXCOLL_20110503_1_0242_1,52.5,NA,NA,34.94,1.01,8.03,NA,1.61,21,LX-N-1113,"SL, SW, ShellWetWeight not recorded. "
15802,LXNC1105-04,LXCOLL_20110503_1_0242_1,68.3,NA,NA,47.7,1,10.51,NA,1.81,31.19,LX-N-1114,"SL, SW, ShellWetWeight not recorded. "
15803,LXNC1105-05,LXCOLL_20110503_1_0242_1,68.5,NA,NA,66.02,1,11.54,NA,1.99,43.64,LX-N-1115,"SL, SW, ShellWetWeight not recorded. "
15804,LXNC1105-06,LXCOLL_20110503_1_0243_1,70.3,NA,NA,42.61,0.99,8.26,NA,1.66,27.36,LX-N-1116,"SL, SW, ShellWetWeight not recorded. "
15805,LXNC1105-07,LXCOLL_20110503_1_0243_1,66,NA,NA,38.72,1,7.05,NA,1.65,26.4,LX-N-1117,"SL, SW, ShellWetWeight not recorded. "
15806,LXNC1105-08,LXCOLL_20110503_1_0243_1,74,NA,NA,96.51,0.99,17.77,NA,1.96,72.12,LX-N-1118,"SL, SW, ShellWetWeight not recorded. "
15807,LXNC1105-09,LXCOLL_20110503_1_0243_1,56,NA,NA,28.51,1.01,6.64,NA,1.82,19.29,LX-N-1119,"SL, SW, ShellWetWeight not recorded. "
15808,LXNC1105-10,LXCOLL_20110503_1_0243_1,78.8,NA,NA,72.76,0.98,12.5,NA,1.81,48.39,LX-N-1120,"SL, SW, ShellWetWeight not recorded. "
15809,LXNC1105-11,LXCOLL_20110503_1_0244_1,72.1,NA,NA,50.9,0.99,11.45,NA,2.27,34.91,LX-N-1121,"SL, SW, ShellWetWeight not recorded. "
15810,LXNC1105-12,LXCOLL_20110503_1_0244_1,56.7,NA,NA,49.27,1.01,7.16,NA,1.69,39.55,LX-N-1122,"SL, SW, ShellWetWeight not recorded. "
15811,LXNC1105-13,LXCOLL_20110503_1_0244_1,55.1,NA,NA,25.73,0.99,5.13,NA,1.38,19.45,LX-N-1123,"SL, SW, ShellWetWeight not recorded. "
15812,LXNC1105-14,LXCOLL_20110503_1_0244_1,66.5,NA,NA,39.29,1.01,7.66,NA,1.54,28.21,LX-N-1124,"SL, SW, ShellWetWeight not recorded. "
15813,LXNC1105-15,LXCOLL_20110503_1_0244_1,74.4,NA,NA,63.95,1,11.34,NA,1.97,44.51,LX-N-1125,"SL, SW, ShellWetWeight not recorded. "
15814,LXNC1105-16,LXCOLL_20110531_1_0242_1,58.4,NA,NA,52.66,1,7.15,NA,1.73,41.99,LX-N-1126,"SL, SW, ShellWetWeight not recorded. "
15815,LXNC1105-17,LXCOLL_20110531_1_0242_1,57.4,NA,NA,28.5,0.97,7.26,NA,1.7,19.1,LX-N-1127,"SL, SW, ShellWetWeight not recorded. "
