"OysterID","Date","Section","StationName","Station","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight"
"ABEC1706-17",2017-06-01,"E","Bulkhead",15,67.8,47,29,63.77,0.98,9,45.01,2.3,40.28
"ABEC1706-18",2017-06-01,"E","Bulkhead",15,99.2,45,22.7,83.03,0.97,10.21,58.44,2.49,51.48
"ABEC1706-19",2017-06-01,"E","Bulkhead",15,69.2,55.5,27,74.28,0.97,9.28,56.43,2.39,50.18
"ABEC1706-20",2017-06-01,"E","Bulkhead",15,81.8,44.2,23.1,63.2,0.98,9.68,43.9,2.56,37.57
"ABEC1706-21",2017-06-01,"E","Bulkhead",15,57.6,43.7,31.8,59.67,0.99,6.02,48.45,1.79,45.57
"ABEC1706-22",2017-06-01,"E","Bulkhead",15,63.6,50.3,32.9,70.15,0.95,6.07,56.87,1.9,53.38
"ABEC1706-23",2017-06-01,"E","Bulkhead",15,85.2,48.4,27,60.09,0.97,9.49,42.87,2.22,38.06
"ABEC1706-24",2017-06-01,"E","Bulkhead",15,59.4,54,33.1,66.23,1,4.9,56.36,1.75,52.11
"ABEC1706-25",2017-06-01,"E","Bulkhead",15,60.2,43.4,16,39.88,0.97,5.37,30.63,1.73,27.55
"ABEC1706-11",2017-06-01,"E","Easthole",12,99.5,67,33.8,134.87,0.94,14.97,97.13,3.16,89.43
"ABEC1706-12",2017-06-01,"E","Easthole",12,96.78,61.4,38.9,136.1,0.94,22.7,96.29,5.99,85.63
"ABEC1706-13",2017-06-01,"E","Easthole",12,87.5,58.5,39.4,112.56,0.95,15.96,72.54,3.78,64.87
"ABEC1706-14",2017-06-01,"E","Easthole",12,68.9,56.5,38.9,91.87,0.95,9.58,72.36,2.48,67.18
"ABEC1706-15",2017-06-01,"E","Easthole",12,77.3,52.5,28.5,94.53,0.94,13.73,69.39,2.9,61.17
"ABEC1706-01",2017-06-01,"E","Cat Point",11,71.2,57.2,31,83.29,1.02,10.29,65.94,2.78,63.17
"ABEC1706-02",2017-06-01,"E","Cat Point",11,66.7,54.7,26.1,68.97,1.01,10.12,52.52,2.5,50.08
"ABEC1706-03",2017-06-01,"E","Cat Point",11,62.9,56,28.3,66.01,1.02,4.87,56.37,1.61,54.13
"ABEC1706-04",2017-06-01,"E","Cat Point",11,64.6,41.8,16.5,35.15,1.01,6,26.56,1.87,24.6
"ABEC1706-05",2017-06-01,"E","Cat Point",11,48.7,47.5,27.7,45.76,0.98,5.46,37.84,1.77,35.98
"ABEC1706-06",2017-06-01,"E","Cat Point",11,57.2,48.3,30,65.62,0.99,7.29,53.99,2.25,51.18
"ABEC1706-07",2017-06-01,"E","Cat Point",11,77.6,56.9,27.2,84.5,0.94,12.29,66.68,2.66,62.81
"ABEC1706-08",2017-06-01,"E","Cat Point",11,59.2,51.8,32.2,67.94,0.96,6.57,57.71,2.07,54.2
"ABEC1706-09",2017-06-01,"E","Cat Point",11,62.9,50.3,30,76.51,0.98,6.86,65.23,2.07,61.91
"ABEC1706-10",2017-06-01,"E","Cat Point",11,56.4,38.7,23.8,37.8,0.94,5.85,29.56,1.84,26.38
"ABCC1706-16",2017-06-01,"C","East Lumps",10,41.5,35.2,19.6,20.98,0.97,2.55,17.84,1.27,17.21
"ABCC1706-17",2017-06-01,"C","East Lumps",10,40.3,42.3,18.3,22.3,0.95,3.49,18.39,1.38,17.75
"ABCC1706-18",2017-06-01,"C","East Lumps",10,41.1,42.9,21,30.13,0.94,4.1,25.49,1.47,24.85
"ABCC1706-19",2017-06-01,"C","East Lumps",10,46.4,41.8,20.1,32.42,1.01,4.59,26.71,1.65,25.88
"ABCC1706-20",2017-06-01,"C","East Lumps",10,42.6,38.4,17.2,20.11,1.02,2.96,16.67,1.42,16.25
"ABCC1706-21",2017-06-01,"C","East Lumps",10,49.8,44.8,28.8,30.07,0.98,4.23,24.22,1.56,23.77
"ABCC1706-22",2017-06-01,"C","East Lumps",10,43.7,34.3,24.8,29.86,0.98,3.44,25.24,1.41,24.56
"ABCC1706-23",2017-06-01,"C","East Lumps",10,42.2,35.1,17.7,21.76,0.99,3.81,17.81,1.44,17.24
"ABCC1706-24",2017-06-01,"C","East Lumps",10,36.1,34.2,13.2,15.36,1,2.42,13.11,1.25,12.79
"ABCC1706-25",2017-06-01,"C","East Lumps",10,35.7,33.3,18.6,15.46,0.99,2.28,13.48,1.23,13.15
"ABCC1706-06",2017-06-01,"C","Lighthouse",7,63,46.9,28,62.63,0.97,7.98,48.53,2.19,44.26
"ABCC1706-07",2017-06-01,"C","Lighthouse",7,58.5,42,21.4,31.38,0.96,5.04,22.49,1.78,21.25
"ABCC1706-08",2017-06-01,"C","Lighthouse",7,80.5,63.2,35.6,119.5,0.96,15.96,94.11,2.38,82.32
"ABCC1706-09",2017-06-01,"C","Lighthouse",7,86,57.4,31.7,100.7,1.02,11.1,75.28,2.66,71.84
"ABCC1706-10",2017-06-01,"C","Lighthouse",7,62.8,55,31.5,71.55,1.04,6.93,57.12,1.96,54.57
"ABCC1706-11",2017-06-01,"C","Lighthouse",7,74.5,47.5,22.4,56.47,0.97,10.66,40.69,2.53,37.22
"ABCC1706-12",2017-06-01,"C","Lighthouse",7,121.1,69.8,43.3,242.1,1.94,27.01,194.13,6.45,175.07
"ABCC1706-13",2017-06-01,"C","Lighthouse",7,55.2,40.8,23.2,32.02,0.98,6.35,21.24,1.94,20.72
"ABCC1706-14",2017-06-01,"C","Lighthouse",7,87.8,60,36.7,134.68,0.96,19.25,104.01,2.68,89.28
"ABCC1706-15",2017-06-01,"C","Lighthouse",7,105.5,67.5,42.7,194.38,1.95,38.11,134.57,7.37,118.39
"ABCC1706-01",2017-06-01,"C","Halfmoon",6,94.3,70.6,40.4,172.05,1.95,20,135.33,5.15,130.29
"ABCC1706-02",2017-06-01,"C","Halfmoon",6,84.3,68.9,38.2,173.14,1.03,19.63,137.74,4.83,133.54
"ABCC1706-03",2017-06-01,"C","Halfmoon",6,47.9,40.2,23.8,33.03,0.98,4.7,26.54,1.8,25.34
"ABCC1706-04",2017-06-01,"C","Halfmoon",6,59.2,42,27.2,42.32,0.98,5.87,32.69,1.94,30.84
"ABCC1706-05",2017-06-01,"C","Halfmoon",6,69,61,42.4,123.21,1,15.61,100.41,3.65,97.42
"ABWC1705-14",2017-05-03,"W","Cabbage Top",2,57.8,45.6,24.1,56.22,0.99,5.48,46.54,1.64,44.33
"ABWC1705-15",2017-05-03,"W","Cabbage Top",2,61,65,32.5,93.97,1,11.45,76.78,2.36,74.29
"ABWC1705-16",2017-05-03,"W","Cabbage Top",2,64.6,66.9,28,100.11,0.99,12.12,85.35,2.65,81.47
"ABWC1705-17",2017-05-03,"W","Cabbage Top",2,76,62.5,41.5,138.56,0.99,20.72,110.36,4,104.7
"ABWC1705-18",2017-05-03,"W","Cabbage Top",2,88.5,73.6,32.8,139.88,0.94,16.37,107.39,3.45,103.19
"ABWC1705-19",2017-05-03,"W","Cabbage Top",2,72.3,65.7,32,94.87,1.03,15.5,74.88,4.06,72.17
"ABWC1705-20",2017-05-03,"W","Cabbage Top",2,70,71.2,34,125.26,0.99,12.08,103.11,3.17,99.6
"ABWC1705-21",2017-05-03,"W","Cabbage Top",2,69,63,34.2,90.96,1,8.38,74.72,2.33,71.23
"ABWC1705-22",2017-05-03,"W","Cabbage Top",2,89.3,73.5,40.7,169.93,0.95,20.85,136.62,3.97,126.41
"ABWC1705-23",2017-05-03,"W","Cabbage Top",2,69.2,58.5,36.4,99.16,0.99,14.37,80.58,3.61,78.02
"ABWC1705-24",2017-05-03,"W","Cabbage Top",2,77.7,71.1,37,151.6,1.01,13.65,124.06,2.83,117.4
"ABWC1705-25",2017-05-03,"W","Cabbage Top",2,63.2,66.4,40,106.11,0.95,12.89,83.09,2.96,78.12
"ABWC1705-01",2017-05-03,"W","Paradise Flats",1,68.5,53.1,22.7,60.19,0.99,9.03,46.25,2.19,44.57
"ABWC1705-02",2017-05-03,"W","Paradise Flats",1,46.6,40.4,22,34.76,1,5.42,28.42,1.74,26.99
"ABWC1705-03",2017-05-03,"W","Paradise Flats",1,54.7,48,25.2,55.09,0.98,8.04,43.64,2.18,41.25
"ABWC1705-04",2017-05-03,"W","Paradise Flats",1,73.3,58.5,20,68.52,0.95,11.53,51.86,2.91,50.11
"ABWC1705-05",2017-05-03,"W","Paradise Flats",1,59.4,55.1,23.6,66.69,1.02,7.63,55.44,2.19,54.42
"ABWC1705-06",2017-05-03,"W","Paradise Flats",1,77,64.6,35,91.93,1.01,12.91,68.63,2.98,65.62
"ABWC1705-07",2017-05-03,"W","Paradise Flats",1,79,65,38.8,132.8,1.01,18.84,103.26,4.03,94.21
"ABWC1705-08",2017-05-03,"W","Paradise Flats",1,108,73,32.5,134.45,1.01,22.57,106.05,3.98,100.59
"ABWC1705-09",2017-05-03,"W","Paradise Flats",1,62,61.8,28.2,76.7,1.01,10.03,61.51,2.63,58.47
"ABWC1705-10",2017-05-03,"W","Paradise Flats",1,69.6,57,32.7,97.99,1.01,12.14,76.83,2.94,74.05
"ABWC1705-11",2017-05-03,"W","Paradise Flats",1,82.5,65.8,31.5,103.54,1.01,15.72,81.02,3.16,77.42
"ABWC1705-12",2017-05-03,"W","Paradise Flats",1,71.2,66.7,34.5,102.04,0.99,10.26,82.54,2.69,79.97
"ABWC1705-13",2017-05-03,"W","Paradise Flats",1,79.4,61,41.8,110.53,1.03,13.07,87.5,2.89,85.19
"ABEC1705-18",2017-05-03,"E","Bulkhead",15,84.3,47.2,20.5,52.65,1,12.43,37.89,2.26,33.46
"ABEC1705-19",2017-05-03,"E","Bulkhead",15,87.2,53.7,21.9,65.57,0.98,13.19,47.02,2.58,42.91
"ABEC1705-20",2017-05-03,"E","Bulkhead",15,91.2,50.4,25.7,83.61,0.99,16.5,65.17,3.45,60.43
"ABEC1705-21",2017-05-03,"E","Bulkhead",15,68.6,55,28.7,81.95,0.99,15.1,62.67,3.2,57.04
"ABEC1705-22",2017-05-03,"E","Bulkhead",15,94.5,51.9,22,80.92,1.02,8.51,56.54,2.31,48.98
"ABEC1705-23",2017-05-03,"E","Bulkhead",15,76.5,52.3,29,91.97,1.01,17.74,69.19,4.22,64.4
"ABEC1705-24",2017-05-03,"E","Bulkhead",15,76.6,53.5,32,66.94,1.02,11.48,43.67,2.52,38.87
"ABEC1705-25",2017-05-03,"E","Bulkhead",15,79.4,55.8,26,68.72,0.98,16.19,43.46,3.4,38.14
"ABEC1705-15",2017-05-03,"E","Platform",13,45.4,39.9,14.1,17.11,1.02,3.66,13,1.46,12.48
"ABEC1705-16",2017-05-03,"E","Platform",13,45.3,37.9,17.6,21.36,1.02,5.34,15.5,1.65,14.74
"ABEC1705-17",2017-05-03,"E","Platform",13,45.8,40.6,12.5,19.56,0.99,4.52,15.01,1.56,14.49
"ABEC1705-10",2017-05-03,"E","Easthole",12,75,59.9,31.8,108,0.99,27.8,76.88,5.69,71.48
"ABEC1705-11",2017-05-03,"E","Easthole",12,68.2,38.6,28.4,62.39,0.97,15.49,43.36,3.28,37.38
"ABEC1705-12",2017-05-03,"E","Easthole",12,94.3,65.3,33.7,137.13,0.96,30.58,97.54,5.95,89.55
"ABEC1705-13",2017-05-03,"E","Easthole",12,55,43.6,25.8,43.3,0.97,10.34,26.51,2.34,23.49
"ABEC1705-14",2017-05-03,"E","Easthole",12,55.6,40.5,20.1,34.7,0.96,5.66,25.12,1.41,22.19
"ABEC1705-01",2017-05-03,"E","Cat Point",11,63.8,63.3,22.7,61.65,0.97,9.81,44.64,1.99,41.16
"ABEC1705-02",2017-05-03,"E","Cat Point",11,85.2,53.6,23.1,61.9,0.96,7.77,46.1,1.81,42.75
"ABEC1705-03",2017-05-03,"E","Cat Point",11,86.1,72.6,43.2,199.5,0.97,24.47,162.87,3.83,145.1
"ABEC1705-04",2017-05-03,"E","Cat Point",11,53.7,41,28.2,40.78,0.97,9,30.1,2.07,26.85
"ABEC1705-05",2017-05-03,"E","Cat Point",11,74.6,57.9,22.4,62.13,0.99,12.16,46.08,2.5,43.71
"ABEC1705-06",2017-05-03,"E","Cat Point",11,73.5,54.8,17.9,50.71,0.98,11.8,36.05,2.44,33.03
"ABEC1705-07",2017-05-03,"E","Cat Point",11,53.7,43,14.5,23.41,0.99,5.35,16.84,1.57,15.36
"ABEC1705-08",2017-05-03,"E","Cat Point",11,103.5,76.3,45,222.5,0.97,27.99,172.04,4.28,160.39
"ABEC1705-09",2017-05-03,"E","Cat Point",11,65.8,53.1,29.2,76.04,0.96,12.16,60.76,2.71,56.44
"ABCC1705-19",2017-05-02,"C","East Lumps",10,67.8,41.8,18.7,35.04,0.97,5.89,25.32,1.54,23.28
"ABCC1705-20",2017-05-02,"C","East Lumps",10,46,44,20.5,20.53,0.98,4.44,14.9,1.39,13.15
"ABCC1705-21",2017-05-02,"C","East Lumps",10,74.8,64.6,29.3,95.94,0.97,17.39,71.69,2.82,69.11
"ABCC1705-22",2017-05-02,"C","East Lumps",10,61,63.7,21.4,41.29,1,7.12,29.04,1.84,26.09
"ABCC1705-23",2017-05-02,"C","East Lumps",10,47.6,45.6,22.5,34.9,0.96,6.23,27.58,1.63,25.77
"ABCC1705-24",2017-05-02,"C","East Lumps",10,86.5,73.2,40.5,186.28,0.97,18.77,158.64,3.58,151.04
"ABCC1705-25",2017-05-02,"C","East Lumps",10,105.1,68.4,44.7,219.1,1.04,22.82,180.81,3.2,163.92
"ABCC1705-11",2017-05-02,"C","Lighthouse",7,67.1,53.7,23.8,64.58,1.01,11.89,50.9,2.41,47.69
"ABCC1705-12",2017-05-02,"C","Lighthouse",7,84,77.5,49.4,207,1.01,21.66,173.54,3.23,161.2
"ABCC1705-13",2017-05-02,"C","Lighthouse",7,53,51,29.7,63.33,1,9.59,49.05,2.35,46.92
"ABCC1705-14",2017-05-02,"C","Lighthouse",7,64.6,50.4,15.1,31.92,0.98,8.06,23.25,2.18,21.38
"ABCC1705-15",2017-05-02,"C","Lighthouse",7,62.6,43.5,21.5,38.54,0.99,6.15,29.16,1.71,26.89
"ABCC1705-16",2017-05-02,"C","Lighthouse",7,59.5,58.6,28.3,62.46,0.99,8.9,48.66,1.85,44.85
"ABCC1705-17",2017-05-02,"C","Lighthouse",7,58.9,42.7,19.2,34.02,0.97,5.11,27.11,1.55,24.75
"ABCC1705-18",2017-05-02,"C","Lighthouse",7,80.2,62.9,44.8,131.88,0.97,17.58,102.43,3.42,96.44
"ABCC1705-01",2017-05-02,"C","Halfmoon",6,93,80.3,45,191.21,1.04,25.34,153.63,3.36,147.67
"ABCC1705-02",2017-05-02,"C","Halfmoon",6,105,70,52.4,249.1,0.97,22.09,211.7,3.98,202.9
"ABCC1705-03",2017-05-02,"C","Halfmoon",6,77,57,34,95.78,0.96,9.59,76.04,2.25,73.85
"ABCC1705-04",2017-05-02,"C","Halfmoon",6,86.8,72.4,37,136.71,0.96,13.56,105.16,2.86,100.33
"ABCC1705-05",2017-05-02,"C","Halfmoon",6,70.6,70.8,36.3,140.26,1.02,18.69,116.84,4.06,112.88
"ABCC1705-06",2017-05-02,"C","Halfmoon",6,43.5,44.4,15.5,19.84,1.02,3.41,15.93,1.29,15.34
"ABCC1705-07",2017-05-02,"C","Halfmoon",6,51.8,43.1,18.5,24.62,1,4.13,16.6,1.67,15.79
"ABCC1705-08",2017-05-02,"C","Halfmoon",6,45.3,43.6,17.4,19.49,1.02,4.5,13.37,1.56,12.15
"ABCC1705-09",2017-05-02,"C","Halfmoon",6,61.1,46.3,22.6,36.13,1.01,7.45,26.1,1.86,25.14
"ABCC1705-10",2017-05-02,"C","Halfmoon",6,51.3,52.6,21.3,22.53,1.01,4.9,16.03,1.61,15.51
"ABWC1704-10",2017-04-04,"W","Cabbage Top",2,67.4,50.7,31.5,78.69,0.95,10.28,63.71,2.51,60.47
"ABWC1704-11",2017-04-04,"W","Cabbage Top",2,139.5,74.6,45,313.4,1.01,36.89,251.4,6.52,239.2
"ABWC1704-12",2017-04-04,"W","Cabbage Top",2,67.4,54.2,38.7,116.53,1.01,11.55,97.6,2.79,93.4
"ABWC1704-13",2017-04-04,"W","Cabbage Top",2,80.5,68.2,33.5,110.62,1.01,14.69,91.32,3.48,86.89
"ABWC1704-14",2017-04-04,"W","Cabbage Top",2,78.5,61.2,36.1,116.41,1.01,15.23,97.97,4.22,94.29
"ABWC1704-15",2017-04-04,"W","Cabbage Top",2,64.5,56,29.7,86.56,0.98,9.5,75.59,2.87,72.44
"ABWC1704-16",2017-04-04,"W","Cabbage Top",2,89.9,66.3,35.2,140.98,1.01,18.16,114.25,4.38,109.16
"ABWC1704-17",2017-04-04,"W","Cabbage Top",2,69.7,61.1,30.1,102.19,0.98,12.72,86.86,3.4,84.48
"ABWC1704-18",2017-04-04,"W","Cabbage Top",2,63.4,41.2,25.2,57.61,1,8.62,47.32,2.47,45.54
"ABWC1704-19",2017-04-04,"W","Cabbage Top",2,66,51.5,27,73.46,1,10.29,59.83,2.73,57.23
"ABWC1704-20",2017-04-04,"W","Cabbage Top",2,55.5,45.6,31,60.46,1,7.5,51.17,2.36,49.21
"ABWC1704-21",2017-04-04,"W","Cabbage Top",2,60.2,44.8,20.5,46.39,0.99,8.61,36.88,2.63,34.87
"ABWC1704-22",2017-04-04,"W","Cabbage Top",2,82.8,70.9,37,151.02,1,19.01,122.9,3.98,118.61
"ABWC1704-23",2017-04-04,"W","Cabbage Top",2,47.9,35.7,16,18.96,1,4.52,14.21,1.76,13.19
"ABWC1704-24",2017-04-04,"W","Cabbage Top",2,92,74.6,43,201.4,1,23.54,165.22,4.62,153.23
"ABWC1704-25",2017-04-04,"W","Cabbage Top",2,73.6,61.8,33.1,92.56,0.97,13.5,74.82,3.23,70.68
"ABWC1704-01",2017-04-04,"W","Paradise Flats",1,75.2,62.7,31.5,90.4,0.99,16.25,71.03,3.79,68.46
"ABWC1704-02",2017-04-04,"W","Paradise Flats",1,79.5,53.4,37.5,99.34,1.01,11.3,86.06,3.17,83.66
"ABWC1704-03",2017-04-04,"W","Paradise Flats",1,64.9,59.1,30.7,84.34,1.01,11.9,68.41,3.37,65.74
"ABWC1704-04",2017-04-04,"W","Paradise Flats",1,63.9,59.7,30,68.69,1.01,9.89,57.67,2.86,55.47
"ABWC1704-05",2017-04-04,"W","Paradise Flats",1,61.6,60.5,31.1,68.48,0.99,11.02,53.31,3.04,49.23
"ABWC1704-06",2017-04-04,"W","Paradise Flats",1,55.3,52.7,32.7,67.83,0.99,10.5,55.18,3.01,52.64
"ABWC1704-07",2017-04-04,"W","Paradise Flats",1,59.4,51.3,30,68.42,1,12.84,54.83,3.46,53.11
"ABWC1704-08",2017-04-04,"W","Paradise Flats",1,41.4,30.5,20,21.89,1.01,4.54,17.45,1.76,16.53
"ABWC1704-09",2017-04-04,"W","Paradise Flats",1,47.3,43.9,30.8,37,1,9.32,27.94,2.77,26.08
"ABEC1704-18",2017-04-04,"E","Bulkhead",15,54,41.9,26,43.14,0.98,7.46,34.61,2.17,30.94
"ABEC1704-19",2017-04-04,"E","Bulkhead",15,49.2,37.6,34.2,42.58,1.01,6.78,34.54,2.15,31.39
"ABEC1704-20",2017-04-04,"E","Bulkhead",15,61.9,51.9,21.1,47.01,1.01,9.83,35.54,2.61,32.3
"ABEC1704-21",2017-04-04,"E","Bulkhead",15,63,44,21.9,38.72,0.98,7.51,29.1,2.13,24.9
"ABEC1704-22",2017-04-04,"E","Bulkhead",15,81.5,48.4,26.1,67.31,0.98,12.28,42.84,3.2,38.49
"ABEC1704-23",2017-04-04,"E","Bulkhead",15,57.9,44.4,25.7,55.95,0.98,8.4,48.33,2.49,44.48
"ABEC1704-24",2017-04-04,"E","Bulkhead",15,83.4,48.5,27.6,69.01,0.98,13.98,51.23,3.61,46.64
"ABEC1704-25",2017-04-04,"E","Bulkhead",15,63.7,44.2,29.2,56.48,1.02,10.25,42.63,2.97,39.02
"ABEC1704-17",2017-04-04,"E","Platform",13,50.6,38.6,16.9,21.64,1,5.87,15.37,1.85,14.42
"ABEC1704-08",2017-04-04,"E","Easthole",12,80,53.1,31.8,94.44,1.02,17.5,71.65,4.37,63.03
"ABEC1704-09",2017-04-04,"E","Easthole",12,91.2,58.5,24.5,86.99,1.04,19.26,64.68,4.35,59.33
"ABEC1704-10",2017-04-04,"E","Easthole",12,78.5,69.3,29.6,101.29,1,24.32,70.84,5.18,62.26
"ABEC1704-11",2017-04-04,"E","Easthole",12,79.4,59,33.6,127.18,1,23.94,100.8,5.07,86.98
"ABEC1704-12",2017-04-04,"E","Easthole",12,86.6,61.3,24.2,69.08,0.99,15.54,49.63,3.53,43.34
"ABEC1704-13",2017-04-04,"E","Easthole",12,74.5,56.7,28.8,79.34,0.99,18.56,56.54,3.93,50.22
"ABEC1704-14",2017-04-04,"E","Easthole",12,86.4,46.3,33.5,103,1,22.45,79.26,4.56,70.92
"ABEC1704-15",2017-04-04,"E","Easthole",12,81.5,58.5,29,85.08,1,18.88,56.62,3.89,49.84
"ABEC1704-16",2017-04-04,"E","Easthole",12,71.9,46.4,31.2,64.39,1,13.88,45.56,4.06,41.03
"ABEC1704-01",2017-04-04,"E","Cat Point",11,83.9,69,38.3,135.84,0.97,22.16,111.61,4.76,104.65
"ABEC1704-02",2017-04-04,"E","Cat Point",11,93.7,73.4,46.5,175.51,0.99,19.6,142.81,4.57,128.61
"ABEC1704-03",2017-04-04,"E","Cat Point",11,81.7,66,41.5,160.03,1,19.12,132.43,4.43,112.4
"ABEC1704-04",2017-04-04,"E","Cat Point",11,87.9,56,38.1,96.02,0.98,16.27,76.53,3.91,71.04
"ABEC1704-05",2017-04-04,"E","Cat Point",11,80.5,65.9,27.8,104.78,1,21.97,80.58,5.02,74.97
"ABEC1704-06",2017-04-04,"E","Cat Point",11,41.8,37.5,14.5,16.84,1.01,5.09,11.93,1.81,11.04
"ABEC1704-07",2017-04-04,"E","Cat Point",11,85.2,59.8,36,98.53,1.02,17.62,70.67,4.06,65.11
"ABCC1704-15",2017-04-04,"C","East Lumps",10,55.1,52.5,20,36.95,0.95,7.38,27.63,1.77,25.98
"ABCC1704-16",2017-04-04,"C","East Lumps",10,45.7,44,19.3,23.97,0.98,4.25,19.05,1.37,17.59
"ABCC1704-17",2017-04-04,"C","East Lumps",10,41.4,41.5,19.4,23.82,0.97,4.16,18.52,1.58,17.81
"ABCC1704-18",2017-04-04,"C","East Lumps",10,67.8,46.4,23.9,47.14,0.96,7.3,35.83,1.87,34.73
"ABCC1704-19",2017-04-04,"C","East Lumps",10,45,36.6,19.8,21.28,0.97,4.11,16.43,1.55,15.79
"ABCC1704-20",2017-04-04,"C","East Lumps",10,39.1,27.2,14.8,15.83,0.98,2.21,13.06,1.19,12.5
"ABCC1704-21",2017-04-04,"C","East Lumps",10,40.6,31.8,17,17.56,0.98,3.03,13.96,1.37,13.57
"ABCC1704-22",2017-04-04,"C","East Lumps",10,52.7,44.2,15.8,23.69,0.96,5.63,16.58,1.76,15.64
"ABCC1704-23",2017-04-04,"C","East Lumps",10,40.5,35.4,11.5,10.18,0.96,3.61,7.1,1.38,6.22
"ABCC1704-24",2017-04-04,"C","East Lumps",10,38.5,37.6,14.8,13.32,0.98,3.43,10.27,1.39,9.52
"ABCC1704-25",2017-04-04,"C","East Lumps",10,41.5,36.4,12.3,17.03,0.98,2.89,13.88,1.25,13.35
"ABCC1704-06",2017-04-04,"C","Lighthouse",7,68.4,53.1,19.6,38.1,1,7.83,29.58,2.14,28.3
"ABCC1704-07",2017-04-04,"C","Lighthouse",7,48.3,43.2,16.2,16.73,0.99,5.85,11.67,1.56,10.59
"ABCC1704-08",2017-04-04,"C","Lighthouse",7,53.4,41,13.7,16.98,1.01,5.08,11.83,1.62,10.95
"ABCC1704-09",2017-04-04,"C","Lighthouse",7,54.3,49.6,23.5,24.87,1.01,5.96,17.95,1.75,16.59
"ABCC1704-10",2017-04-04,"C","Lighthouse",7,53.5,41.9,17.9,21.67,0.99,6.07,15.54,1.77,14.14
"ABCC1704-11",2017-04-04,"C","Lighthouse",7,42.4,33.1,9.7,10.52,0.98,3.82,7.5,1.4,6.97
"ABCC1704-12",2017-04-04,"C","Lighthouse",7,54.5,42.3,14.4,29.71,0.99,6.74,22.14,1.83,20.5
"ABCC1704-13",2017-04-04,"C","Lighthouse",7,77.9,46.5,20.5,43.63,0.99,11.72,31.76,2.73,30.01
"ABCC1704-14",2017-04-04,"C","Lighthouse",7,42.2,29.7,13,10.11,0.98,3.38,6.33,1.37,5.64
"ABCC1704-01",2017-04-04,"C","Halfmoon",6,83.3,71.5,32,141.9,0.98,24.55,114.6,4.08,104.93
"ABCC1704-02",2017-04-04,"C","Halfmoon",6,80.2,65.8,37.4,141.44,0.97,20.15,112.76,4.36,106.3
"ABCC1704-03",2017-04-04,"C","Halfmoon",6,88.6,67.5,47.4,203.5,0.95,26.93,163.3,5.37,149.37
"ABCC1704-04",2017-04-04,"C","Halfmoon",6,71.6,54.2,32,96.48,1,17.4,72.49,4.19,68.13
"ABCC1704-05",2017-04-04,"C","Halfmoon",6,61.5,53.7,29.4,67.24,1,9.48,54.1,2.69,51.09
"ABWC1703-12",2017-03-01,"W","Cabbage Top",2,72.1,59.9,37.1,107.76,0.97,13.01,91.33,3.19,88.18
"ABWC1703-13",2017-03-01,"W","Cabbage Top",2,70.5,61.1,29.7,89.67,1.01,13.07,71.83,3.02,67.07
"ABWC1703-14",2017-03-01,"W","Cabbage Top",2,63.7,53,32.1,76.66,0.98,9.13,65.64,2.41,62.63
"ABWC1703-15",2017-03-01,"W","Cabbage Top",2,70.4,57.7,35.8,101.96,0.98,16.84,83.25,3.91,79.78
"ABWC1703-16",2017-03-01,"W","Cabbage Top",2,68,57.4,33.9,98.53,0.95,16.16,81.29,3.75,78.1
"ABWC1703-17",2017-03-01,"W","Cabbage Top",2,63.3,50.4,26.6,61.41,0.95,7.61,52.53,2.22,49.36
"ABWC1703-18",2017-03-01,"W","Cabbage Top",2,61.8,51.7,28.8,71.85,0.96,7.93,63.36,2.34,60.58
"ABWC1703-19",2017-03-01,"W","Cabbage Top",2,64.3,52,37.5,81.21,1,12.08,67.61,3.31,64.55
"ABWC1703-20",2017-03-01,"W","Cabbage Top",2,69.8,62.8,33.9,97.72,0.99,13.07,81.62,3.35,77.88
"ABWC1703-21",2017-03-01,"W","Cabbage Top",2,60.5,56.3,31.1,74.33,0.95,9.98,63.73,2.55,61.39
"ABWC1703-22",2017-03-01,"W","Cabbage Top",2,65.3,61.9,35.4,88.84,0.98,16.31,70.23,3.9,66.74
"ABWC1703-23",2017-03-01,"W","Cabbage Top",2,63.4,52.3,32.1,84.1,1.01,13.79,69.45,3.29,66.2
"ABWC1703-24",2017-03-01,"W","Cabbage Top",2,67.8,52.5,30.3,77.64,0.98,9.95,66.2,2.52,63.67
"ABWC1703-25",2017-03-01,"W","Cabbage Top",2,70.1,62.5,38.6,105.58,0.99,14.7,88.28,3.23,84.26
"ABWC1703-01",2017-03-01,"W","Paradise Flats",1,118.3,68.3,45.7,356.9,0.97,34.69,293.6,5.34,260.6
"ABWC1703-02",2017-03-01,"W","Paradise Flats",1,74.1,49.2,28.7,87.56,0.96,11.52,74.68,3.03,70.86
"ABWC1703-03",2017-03-01,"W","Paradise Flats",1,64.4,46.5,34.3,80.34,0.97,14.07,65.4,3.51,62.69
"ABWC1703-04",2017-03-01,"W","Paradise Flats",1,67.6,53.9,33.6,94.4,0.98,12.65,80.15,3.17,77.18
"ABWC1703-05",2017-03-01,"W","Paradise Flats",1,67.3,59.1,32.7,89.9,0.96,11.42,77.09,2.94,70.98
